0	0.10355	campaign trump people hillary mueller clinton fbi president crooked justice russians crimes special political council judge wasnt department investigation court 
1	0.1094	russia news obama fake president election hillary administration didnt russian thing story media meddling thought people putin doesnt clinton good 
2	0.16307	hunt witch collusion democrats comey russia phony trump total hoax russian dossier obstruction campaign angry rigged investigation house justice clinton 
3	0.03773	law case great lawyer book michael liability office sentence made reduced cohen mistake civil tremendous conspiracy liberals liars jeanine lawyers 
4	0.07545	fbi strzok mccabe comey emails peter mueller page crooked great lisa fired james hillary isnt lover corruption congress server conflicted 
