0	0.02684	white house working u.s back open a.m long companies harley harley-davidson media florida morning meetings administration d.c heading middle home 
1	0.06143	trade u.s china tariffs countries deals deal united states make years fair barriers billion dollars billions farmers country big people 
2	0.09597	jobs great high year market url unemployment tax economy numbers stock record years business time lowest cuts back low rate 
3	0.02276	stronger big rates field playing time amazon post term economy council ceo manufacturing thousands level office dollars billions china months 
4	0.08217	url great america jobs american back make making coming day today big people steel wisconsin future happy news congratulations economic 
